subscriber_id,subscriber_name,city,zone,plan_type,plan_name,monthly_charge,activation_date,status
SUB_01228,Hassan Al Falasi,Sharjah,Zone 7,Prepaid,Premium,253.3,2025-01-30,Active
SUB_01229,Omar Al Kindi,Abu Dhabi,Zone 1,Prepaid,Basic,78.9,2024-12-09,Suspended
SUB_01230,Hassan Al Qassimi,Dubai,Zone 7,Prepaid,Premium,338.98,2023-12-27,Active
SUB_01231,Hana Al Mansouri,Fujairah,Zone 1,Postpaid,Standard,156.81,2024-07-27,Suspended
SUB_01232,Fatima Al Kindi,Dubai,Zone 8,Prepaid,Standard,196.17,2025-05-19,Active
SUB_01233,Mohammed Al Kindi,Sharjah,Zone 5,Postpaid,Standard,146.49,2025-05-20,Active
SUB_01234,Hassan Al Kindi,Fujairah,Zone 2,Prepaid,Standard,124.52,2023-11-02,Active
SUB_01235,Fatima Al Kindi,Ajman,Zone 5,Prepaid,Premium,291.96,2024-08-22,Active
SUB_01236,Hassan Al Mansouri,Dubai,Zone 8,Prepaid,Premium,268.11,2024-04-15,Active
SUB_01237,Noor Al Qassimi,Sharjah,Zone 7,Postpaid,Standard,135.29,2024-10-11,Active
SUB_01238,Ali Al Maktoum,Sharjah,Zone 1,Postpaid,Standard,169.51,2023-12-06,Active
SUB_01239,Ali Al Kindi,Abu Dhabi,Zone 5,Postpaid,Standard,106.14,2024-04-11,Active
SUB_01240,Noor Al Maktoum,Abu Dhabi,Zone 1,Postpaid,Basic,82.82,2024-10-14,Active
SUB_01241,Noor Al Mansouri,Abu Dhabi,Zone 5,Prepaid,Basic,74.24,2025-04-01,Active
SUB_01242,Hassan Al Mansouri,Abu Dhabi,Zone 5,Prepaid,Unlimited,387.81,2023-11-17,Active
SUB_01243,Ali Al Qassimi,Fujairah,Zone 5,Prepaid,Standard,101.42,2025-04-16,Suspended
SUB_01244,Noor Al Maktoum,Abu Dhabi,Zone 3,Postpaid,Basic,82.96,2024-07-26,Active
SUB_01245,Mohammed Al Qassimi,Dubai,Zone 4,Prepaid,Basic,74.25,2024-02-15,Active
SUB_01246,Ahmed Al Qassimi,Fujairah,Zone 2,Prepaid,Premium,345.1,2023-12-08,Active
SUB_01247,Mohammed Al Falasi,Abu Dhabi,Zone 7,Prepaid,Premium,315.56,2024-12-08,Active
SUB_01248,Leila Al Maktoum,Sharjah,Zone 4,Postpaid,Unlimited,436.66,2024-08-20,Active
SUB_01249,Ahmed Al Qassimi,Dubai,Zone 2,Postpaid,Basic,52.63,2024-04-20,Suspended
SUB_01250,Omar Al Falasi,Dubai,Zone 5,Prepaid,Premium,271.44,2024-02-10,Active
SUB_01251,Aisha Al Falasi,Abu Dhabi,Zone 7,Prepaid,Premium,271.19,2025-03-13,Active
SUB_01252,Hassan Al Falasi,Ajman,Zone 1,Prepaid,Premium,243.32,2024-05-06,Active
SUB_01253,Omar Al Qassimi,Dubai,Zone 1,Prepaid,Basic,54.87,2024-02-11,Active
SUB_01254,Hana Al Falasi,Abu Dhabi,Zone 5,Postpaid,Basic,66.75,2024-11-08,Active
SUB_01255,Fatima Al Qassimi,Dubai,Zone 7,Prepaid,Standard,146.11,2023-09-17,Suspended
SUB_01256,Aisha Al Kindi,Sharjah,Zone 4,Prepaid,Unlimited,427.99,2023-09-15,Active
SUB_01257,Mohammed Al Qassimi,Ajman,Zone 1,Prepaid,Basic,83.64,2025-05-31,Active
SUB_01258,Ahmed Al Falasi,Sharjah,Zone 2,Prepaid,Standard,152.53,2024-05-09,Active
SUB_01259,Hana Al Maktoum,Abu Dhabi,Zone 5,Postpaid,Basic,62.59,2025-07-05,Active
SUB_01260,Ahmed Al Kindi,Abu Dhabi,Zone 2,Postpaid,Premium,208.53,2023-12-09,Suspended
SUB_01261,Aisha Al Kindi,Sharjah,Zone 2,Prepaid,Basic,85.4,2025-04-08,Active
SUB_01262,Fatima Al Kindi,Abu Dhabi,Zone 3,Postpaid,Standard,137.6,2023-10-15,Active
SUB_01263,Noor Al Maktoum,Dubai,Zone 2,Prepaid,Basic,84.78,2024-11-22,Active
SUB_01264,Ali Al Falasi,Dubai,Zone 2,Prepaid,Standard,163.88,2024-10-29,Active
SUB_01265,Omar Al Qassimi,Abu Dhabi,Zone 5,Prepaid,Standard,116.2,2025-05-25,Active
SUB_01266,Ali Al Mansouri,Ajman,Zone 7,Postpaid,Standard,138.86,2025-06-08,Active
SUB_01267,Ali Al Qassimi,Sharjah,Zone 3,Prepaid,Standard,144.06,2024-03-23,Active
SUB_01268,Aisha Al Kindi,Ajman,Zone 7,Prepaid,Standard,117.84,2024-03-23,Active
SUB_01269,Fatima Al Maktoum,Abu Dhabi,Zone 7,Prepaid,Unlimited,382.76,2023-10-20,Active
SUB_01270,Fatima Al Falasi,Abu Dhabi,Zone 5,Prepaid,Standard,110.33,2025-05-26,Active
SUB_01271,Fatima Al Kindi,Dubai,Zone 5,Prepaid,Premium,316.59,2025-07-20,Active
SUB_01272,Leila Al Maktoum,Dubai,Zone 1,Prepaid,Premium,339.93,2023-09-28,Active
SUB_01273,Omar Al Qassimi,Abu Dhabi,Zone 3,Prepaid,Basic,85.0,2024-07-04,Active
SUB_01274,Noor Al Mansouri,Sharjah,Zone 8,Prepaid,Basic,73.91,2024-06-21,Active
SUB_01275,Fatima Al Kindi,Sharjah,Zone 4,Prepaid,Standard,100.33,2024-04-02,Active
SUB_01276,Fatima Al Kindi,Abu Dhabi,Zone 6,Prepaid,Standard,133.34,2024-10-02,Active
SUB_01277,Omar Al Mansouri,Dubai,Zone 2,Prepaid,Standard,136.54,2024-08-25,Active
SUB_01278,Fatima Al Falasi,Sharjah,Zone 5,Postpaid,Unlimited,447.17,2025-02-09,Suspended
SUB_01279,Hassan Al Mansouri,Abu Dhabi,Zone 7,Postpaid,Basic,83.04,2024-10-06,Active
SUB_01280,Omar Al Mansouri,Abu Dhabi,Zone 6,Prepaid,Premium,272.98,2023-10-31,Active
SUB_01281,Leila Al Maktoum,Dubai,Zone 3,Postpaid,Basic,51.78,2025-07-14,Active
SUB_01282,Noor Al Maktoum,Ajman,Zone 8,Postpaid,Standard,138.88,2024-02-02,Active
SUB_01283,Ali Al Falasi,Dubai,Zone 8,Postpaid,Standard,196.66,2025-07-23,Active
SUB_01284,Ahmed Al Qassimi,Dubai,Zone 1,Prepaid,Unlimited,400.66,2025-06-26,Active
SUB_01285,Omar Al Mansouri,Abu Dhabi,Zone 4,Prepaid,Premium,321.07,2023-09-25,Suspended
SUB_01286,Hassan Al Falasi,Abu Dhabi,Zone 3,Prepaid,Standard,174.11,2024-12-13,Active
SUB_01287,Fatima Al Mansouri,Abu Dhabi,Zone 3,Postpaid,Standard,148.89,2025-07-20,Suspended
SUB_01288,Leila Al Kindi,Abu Dhabi,Zone 1,Prepaid,Standard,124.27,2023-10-14,Active
SUB_01289,Mohammed Al Mansouri,Ajman,Zone 3,Postpaid,Premium,294.9,2024-09-28,Active
SUB_01290,Fatima Al Falasi,Dubai,Zone 3,Postpaid,Standard,183.54,2025-06-04,Active
SUB_01291,Fatima Al Mansouri,Abu Dhabi,Zone 8,Prepaid,Standard,159.5,2023-11-17,Active
SUB_01292,Aisha Al Mansouri,Dubai,Zone 4,Postpaid,Basic,71.31,2023-09-14,Active
SUB_01293,Omar Al Qassimi,Dubai,Zone 2,Postpaid,Standard,197.59,2023-12-28,Active
SUB_01294,Hassan Al Maktoum,Dubai,Zone 6,Prepaid,Standard,183.64,2025-01-02,Active
SUB_01295,Ahmed Al Kindi,Ajman,Zone 3,Prepaid,Standard,133.55,2025-04-07,Suspended
SUB_01296,Ali Al Maktoum,Abu Dhabi,Zone 7,Postpaid,Basic,58.4,2024-07-26,Suspended
SUB_01297,Hassan Al Maktoum,Sharjah,Zone 8,Postpaid,Premium,236.55,2023-12-22,Active
SUB_01298,Ahmed Al Maktoum,Ajman,Zone 2,Prepaid,Standard,179.11,2023-10-31,Active
SUB_01299,Noor Al Falasi,Sharjah,Zone 3,Postpaid,Basic,50.78,2024-03-28,Active
SUB_01300,Fatima Al Mansouri,Sharjah,Zone 1,Prepaid,Standard,117.94,2025-05-09,Active
SUB_01301,Noor Al Qassimi,Dubai,Zone 7,Postpaid,Standard,169.35,2024-04-08,Active
SUB_01302,Mohammed Al Maktoum,Fujairah,Zone 3,Prepaid,Premium,295.97,2024-02-20,Active
SUB_01303,Leila Al Falasi,Ajman,Zone 4,Prepaid,Unlimited,490.71,2023-11-22,Active
SUB_01304,Ahmed Al Kindi,Dubai,Zone 3,Postpaid,Standard,171.72,2023-11-21,Active
SUB_01305,Fatima Al Qassimi,Abu Dhabi,Zone 6,Postpaid,Basic,70.94,2024-01-15,Active
SUB_01306,Aisha Al Maktoum,Dubai,Zone 2,Prepaid,Basic,99.33,2025-05-03,Active
SUB_01307,Noor Al Qassimi,Abu Dhabi,Zone 4,Prepaid,Standard,146.42,2023-11-06,Suspended
SUB_01308,Aisha Al Qassimi,Dubai,Zone 1,Prepaid,Premium,229.06,2025-03-09,Active
SUB_01309,Leila Al Falasi,Sharjah,Zone 3,Prepaid,Standard,115.98,2025-06-25,Active
SUB_01310,Ahmed Al Qassimi,Sharjah,Zone 5,Postpaid,Basic,60.48,2024-11-24,Active
SUB_01311,Hana Al Kindi,Fujairah,Zone 8,Prepaid,Standard,104.33,2025-06-16,Suspended
SUB_01312,Hassan Al Maktoum,Sharjah,Zone 3,Prepaid,Premium,317.82,2024-03-30,Suspended
SUB_01313,Hassan Al Mansouri,Abu Dhabi,Zone 2,Prepaid,Standard,189.51,2024-05-10,Churned
SUB_01314,Noor Al Kindi,Sharjah,Zone 6,Prepaid,Premium,262.86,2023-09-15,Active
SUB_01315,Hana Al Maktoum,Dubai,Zone 2,Prepaid,Standard,132.61,2025-04-30,Suspended
SUB_01316,Aisha Al Falasi,Dubai,Zone 4,Postpaid,Standard,137.55,2024-12-26,Active
SUB_01317,Fatima Al Falasi,Fujairah,Zone 8,Prepaid,Basic,52.72,2024-05-19,Active
SUB_01318,Mohammed Al Maktoum,Ajman,Zone 8,Prepaid,Basic,58.9,2024-07-22,Active
SUB_01319,Mohammed Al Falasi,Dubai,Zone 4,Postpaid,Standard,163.2,2024-11-05,Active
SUB_01320,Aisha Al Qassimi,Dubai,Zone 3,Prepaid,Unlimited,354.81,2024-01-04,Active
SUB_01321,Ahmed Al Qassimi,Fujairah,Zone 3,Prepaid,Basic,55.56,2024-04-19,Suspended
SUB_01322,Leila Al Falasi,Abu Dhabi,Zone 3,Postpaid,Unlimited,464.05,2024-12-26,Active
SUB_01323,Ali Al Kindi,Dubai,Zone 3,Postpaid,Basic,89.48,2023-10-25,Active
SUB_01324,Noor Al Maktoum,Dubai,Zone 4,Prepaid,Premium,212.97,2024-02-21,Active
SUB_01325,Leila Al Maktoum,Abu Dhabi,Zone 8,Postpaid,Standard,183.7,2024-10-27,Active
SUB_01326,Ahmed Al Falasi,Sharjah,Zone 4,Prepaid,Premium,237.17,2024-05-21,Suspended
SUB_01327,Noor Al Maktoum,Abu Dhabi,Zone 3,Prepaid,Standard,191.38,2025-08-03,Active
SUB_01328,Omar Al Mansouri,Ajman,Zone 1,Postpaid,Standard,199.13,2024-03-10,Active
SUB_01329,Ahmed Al Falasi,Ajman,Zone 7,Postpaid,Standard,147.93,2025-04-30,Active
SUB_01330,Leila Al Falasi,Dubai,Zone 4,Postpaid,Basic,54.15,2025-07-27,Active
SUB_01331,Omar Al Maktoum,Dubai,Zone 3,Prepaid,Standard,135.84,2024-12-07,Churned
SUB_01332,Fatima Al Mansouri,Dubai,Zone 8,Prepaid,Basic,83.45,2025-02-24,Active
SUB_01333,Leila Al Kindi,Abu Dhabi,Zone 1,Prepaid,Basic,98.82,2024-04-21,Active
SUB_01334,Mohammed Al Falasi,Dubai,Zone 3,Prepaid,Unlimited,468.48,2024-07-25,Suspended
SUB_01335,Leila Al Mansouri,Dubai,Zone 2,Prepaid,Unlimited,407.73,2024-09-02,Active
SUB_01336,Hassan Al Mansouri,Sharjah,Zone 5,Postpaid,Basic,71.3,2024-11-05,Active
SUB_01337,Noor Al Kindi,Fujairah,Zone 4,Prepaid,Basic,89.38,2025-05-18,Active
SUB_01338,Noor Al Qassimi,Abu Dhabi,Zone 1,Postpaid,Premium,277.21,2023-09-18,Churned
SUB_01339,Hana Al Mansouri,Dubai,Zone 2,Prepaid,Standard,138.3,2024-04-19,Active
SUB_01340,Noor Al Mansouri,Dubai,Zone 6,Postpaid,Premium,254.96,2023-10-15,Active
SUB_01341,Hassan Al Mansouri,Abu Dhabi,Zone 4,Prepaid,Standard,113.84,2024-08-31,Active
SUB_01342,Aisha Al Kindi,Abu Dhabi,Zone 2,Postpaid,Standard,164.9,2023-12-23,Active
SUB_01343,Aisha Al Maktoum,Sharjah,Zone 6,Prepaid,Standard,135.27,2024-11-08,Active
SUB_01344,Hassan Al Falasi,Abu Dhabi,Zone 5,Postpaid,Standard,105.45,2024-07-23,Active
SUB_01345,Hana Al Falasi,Abu Dhabi,Zone 8,Prepaid,Premium,275.22,2025-04-05,Active
SUB_01346,Leila Al Kindi,Dubai,Zone 5,Prepaid,Basic,72.6,2024-07-28,Active
SUB_01347,Fatima Al Maktoum,Abu Dhabi,Zone 8,Prepaid,Standard,108.73,2024-07-04,Churned
SUB_01348,Mohammed Al Qassimi,Abu Dhabi,Zone 2,Postpaid,Basic,55.47,2024-10-30,Active
SUB_01349,Fatima Al Maktoum,Ajman,Zone 8,Prepaid,Premium,222.57,2025-01-11,Active
SUB_01350,Hassan Al Mansouri,Dubai,Zone 5,Prepaid,Standard,141.65,2023-09-10,Suspended
SUB_01351,Hassan Al Maktoum,Dubai,Zone 8,Postpaid,Unlimited,402.01,2024-05-11,Active
SUB_01352,Ahmed Al Qassimi,Dubai,Zone 4,Postpaid,Unlimited,359.44,2024-12-14,Active
SUB_01353,Hassan Al Qassimi,Dubai,Zone 7,Prepaid,Premium,286.81,2023-10-07,Active
SUB_01354,Hana Al Falasi,Sharjah,Zone 8,Prepaid,Basic,72.9,2024-01-06,Active
SUB_01355,Mohammed Al Qassimi,Abu Dhabi,Zone 3,Prepaid,Standard,178.93,2024-12-19,Active
SUB_01356,Leila Al Qassimi,Dubai,Zone 5,Prepaid,Unlimited,465.46,2025-06-21,Active
SUB_01357,Mohammed Al Qassimi,Abu Dhabi,Zone 5,Prepaid,Unlimited,418.39,2025-02-19,Active
SUB_01358,Noor Al Maktoum,Sharjah,Zone 5,Postpaid,Standard,118.23,2025-02-10,Active
SUB_01359,Mohammed Al Maktoum,Sharjah,Zone 4,Prepaid,Standard,111.69,2024-09-18,Active
SUB_01360,Noor Al Maktoum,Dubai,Zone 8,Postpaid,Basic,63.02,2025-02-01,Active
SUB_01361,Aisha Al Kindi,Abu Dhabi,Zone 1,Prepaid,Basic,83.28,2024-08-21,Churned
SUB_01362,Mohammed Al Qassimi,Dubai,Zone 8,Prepaid,Standard,153.99,2025-02-23,Active
SUB_01363,Hassan Al Qassimi,Abu Dhabi,Zone 2,Prepaid,Basic,96.02,2024-06-20,Active
SUB_01364,Leila Al Maktoum,Dubai,Zone 8,Prepaid,Premium,339.17,2025-03-02,Active
SUB_01365,Ahmed Al Kindi,Abu Dhabi,Zone 6,Prepaid,Unlimited,447.09,2024-10-10,Churned
SUB_01366,Leila Al Qassimi,Sharjah,Zone 3,Prepaid,Basic,89.98,2024-05-13,Active
SUB_01367,Hana Al Mansouri,Dubai,Zone 8,Prepaid,Premium,335.03,2025-03-19,Suspended
SUB_01368,Hassan Al Mansouri,Sharjah,Zone 5,Prepaid,Premium,203.72,2023-11-15,Active
SUB_01369,Aisha Al Falasi,Dubai,Zone 6,Postpaid,Basic,54.62,2025-06-13,Active
SUB_01370,Noor Al Maktoum,Dubai,Zone 4,Postpaid,Premium,317.19,2024-10-28,Active
SUB_01371,Aisha Al Mansouri,Sharjah,Zone 2,Prepaid,Standard,153.84,2024-05-09,Active
SUB_01372,Fatima Al Kindi,Sharjah,Zone 7,Postpaid,Basic,59.72,2024-09-17,Active
SUB_01373,Noor Al Kindi,Abu Dhabi,Zone 1,Postpaid,Basic,95.42,2024-08-04,Active
SUB_01374,Omar Al Maktoum,Abu Dhabi,Zone 7,Prepaid,Standard,136.96,2024-07-23,Active
SUB_01375,Ahmed Al Qassimi,Abu Dhabi,Zone 6,Postpaid,Standard,135.14,2024-05-09,Active
SUB_01376,Hassan Al Mansouri,Abu Dhabi,Zone 4,Prepaid,Basic,86.39,2024-05-11,Active
SUB_01377,Omar Al Falasi,Dubai,Zone 5,Prepaid,Standard,116.38,2024-05-31,Active
SUB_01378,Omar Al Maktoum,Dubai,Zone 2,Prepaid,Basic,57.18,2024-10-02,Suspended
SUB_01379,Leila Al Kindi,Ajman,Zone 6,Postpaid,Basic,53.31,2023-12-13,Active
SUB_01380,Omar Al Mansouri,Sharjah,Zone 1,Postpaid,Basic,70.47,2024-11-02,Active
SUB_01381,Omar Al Maktoum,Sharjah,Zone 8,Prepaid,Standard,171.02,2025-03-21,Active
SUB_01382,Aisha Al Maktoum,Abu Dhabi,Zone 7,Prepaid,Standard,128.95,2024-03-24,Active
SUB_01383,Ahmed Al Qassimi,Abu Dhabi,Zone 5,Prepaid,Standard,149.41,2024-04-21,Active
SUB_01384,Aisha Al Mansouri,Sharjah,Zone 1,Postpaid,Basic,57.7,2024-10-05,Active
SUB_01385,Leila Al Mansouri,Dubai,Zone 5,Postpaid,Standard,141.72,2024-03-23,Active
SUB_01386,Aisha Al Mansouri,Dubai,Zone 2,Postpaid,Premium,314.71,2024-03-22,Active
SUB_01387,Fatima Al Kindi,Abu Dhabi,Zone 6,Prepaid,Basic,79.05,2024-01-07,Active
SUB_01388,Omar Al Qassimi,Dubai,Zone 8,Prepaid,Basic,98.71,2025-04-08,Active
SUB_01389,Hana Al Kindi,Ajman,Zone 1,Postpaid,Premium,326.79,2025-02-23,Active
SUB_01390,Noor Al Mansouri,Dubai,Zone 3,Postpaid,Basic,65.98,2025-03-23,Active
SUB_01391,Hana Al Maktoum,Dubai,Zone 1,Postpaid,Basic,63.63,2024-06-05,Active
SUB_01392,Hana Al Mansouri,Ajman,Zone 5,Prepaid,Premium,243.75,2023-10-24,Active
SUB_01393,Fatima Al Kindi,Sharjah,Zone 4,Postpaid,Unlimited,464.97,2025-02-02,Active
SUB_01394,Fatima Al Kindi,Sharjah,Zone 3,Postpaid,Standard,154.37,2024-09-19,Active
SUB_01395,Ali Al Qassimi,Sharjah,Zone 6,Postpaid,Unlimited,364.38,2023-12-24,Active
SUB_01396,Hana Al Maktoum,Dubai,Zone 1,Prepaid,Premium,220.54,2024-10-24,Active
SUB_01397,Hana Al Falasi,Abu Dhabi,Zone 7,Prepaid,Standard,134.03,2025-02-23,Active
SUB_01398,Fatima Al Maktoum,Ajman,Zone 3,Postpaid,Standard,150.34,2025-01-28,Active
SUB_01399,Hassan Al Kindi,Dubai,Zone 2,Postpaid,Standard,141.73,2025-05-22,Active
SUB_01400,Fatima Al Maktoum,Abu Dhabi,Zone 1,Postpaid,Premium,271.93,2024-09-23,Active
SUB_01401,Hana Al Maktoum,Dubai,Zone 8,Prepaid,Basic,94.49,2023-12-06,Active
SUB_01402,Hassan Al Qassimi,Dubai,Zone 3,Prepaid,Premium,306.48,2025-07-10,Suspended
SUB_01403,Fatima Al Maktoum,Abu Dhabi,Zone 3,Prepaid,Basic,92.84,2025-03-16,Active
SUB_01404,Aisha Al Qassimi,Sharjah,Zone 3,Prepaid,Standard,120.98,2025-05-20,Active
SUB_01405,Omar Al Mansouri,Ajman,Zone 2,Prepaid,Standard,101.88,2024-03-31,Active
SUB_01406,Omar Al Mansouri,Dubai,Zone 4,Postpaid,Premium,216.17,2023-10-03,Active
SUB_01407,Hassan Al Kindi,Dubai,Zone 1,Postpaid,Standard,146.91,2024-11-22,Active
SUB_01408,Ahmed Al Mansouri,Abu Dhabi,Zone 5,Prepaid,Premium,300.14,2025-05-02,Active
SUB_01409,Fatima Al Kindi,Dubai,Zone 4,Prepaid,Basic,79.38,2025-01-16,Active
SUB_01410,Mohammed Al Qassimi,Abu Dhabi,Zone 1,Postpaid,Basic,54.54,2024-10-28,Active
SUB_01411,Noor Al Qassimi,Abu Dhabi,Zone 6,Postpaid,Standard,116.06,2024-03-14,Active
SUB_01412,Noor Al Maktoum,Abu Dhabi,Zone 2,Prepaid,Basic,54.96,2023-12-25,Active
SUB_01413,Ahmed Al Kindi,Abu Dhabi,Zone 4,Prepaid,Premium,307.37,2024-10-24,Active
SUB_01414,Mohammed Al Kindi,Dubai,Zone 1,Prepaid,Basic,98.68,2025-04-29,Active
SUB_01415,Aisha Al Kindi,Sharjah,Zone 8,Postpaid,Unlimited,404.97,2023-12-14,Active
SUB_01416,Mohammed Al Falasi,Dubai,Zone 2,Prepaid,Premium,227.13,2024-08-10,Active
SUB_01417,Omar Al Falasi,Abu Dhabi,Zone 4,Postpaid,Premium,277.14,2024-06-17,Active
SUB_01418,Fatima Al Qassimi,Dubai,Zone 2,Postpaid,Premium,269.89,2024-02-23,Active
SUB_01419,Mohammed Al Falasi,Abu Dhabi,Zone 6,Prepaid,Unlimited,455.71,2024-01-16,Active
SUB_01420,Ahmed Al Mansouri,Abu Dhabi,Zone 6,Prepaid,Premium,274.06,2024-07-10,Active
SUB_01421,Ali Al Falasi,Dubai,Zone 5,Prepaid,Unlimited,453.06,2024-05-11,Active
SUB_01422,Aisha Al Kindi,Dubai,Zone 7,Postpaid,Standard,129.06,2024-05-27,Suspended
SUB_01423,Aisha Al Mansouri,Dubai,Zone 8,Postpaid,Basic,96.95,2024-07-28,Active
SUB_01424,Mohammed Al Mansouri,Sharjah,Zone 8,Prepaid,Premium,300.81,2024-06-29,Active
SUB_01425,Leila Al Kindi,Abu Dhabi,Zone 2,Prepaid,Unlimited,367.88,2024-06-30,Active
SUB_01426,Omar Al Kindi,Dubai,Zone 2,Prepaid,Standard,174.14,2025-02-17,Active
SUB_01427,Fatima Al Qassimi,Ajman,Zone 4,Prepaid,Premium,250.79,2023-12-08,Active
SUB_01428,Omar Al Mansouri,Sharjah,Zone 4,Postpaid,Basic,91.91,2024-03-15,Churned
SUB_01429,Ali Al Kindi,Abu Dhabi,Zone 5,Postpaid,Premium,313.45,2023-10-19,Active
SUB_01430,Omar Al Qassimi,Dubai,Zone 8,Prepaid,Basic,83.33,2024-06-20,Active
SUB_01431,Leila Al Kindi,Dubai,Zone 5,Prepaid,Premium,222.11,2024-04-30,Active
SUB_01432,Fatima Al Mansouri,Dubai,Zone 5,Postpaid,Basic,74.47,2024-12-15,Active
SUB_01433,Mohammed Al Mansouri,Dubai,Zone 2,Postpaid,Premium,310.67,2025-05-31,Active
SUB_01434,Leila Al Mansouri,Sharjah,Zone 3,Prepaid,Premium,257.39,2023-09-13,Active
SUB_01435,Hana Al Maktoum,Abu Dhabi,Zone 5,Prepaid,Basic,81.1,2025-05-02,Active
SUB_01436,Fatima Al Kindi,Ajman,Zone 8,Prepaid,Premium,318.91,2025-01-14,Churned
SUB_01437,Ali Al Falasi,Dubai,Zone 8,Postpaid,Premium,275.72,2024-01-31,Churned
SUB_01438,Hana Al Kindi,Fujairah,Zone 1,Postpaid,Basic,97.63,2025-07-07,Active
SUB_01439,Omar Al Mansouri,Dubai,Zone 7,Postpaid,Unlimited,417.52,2024-07-19,Active
SUB_01440,Leila Al Falasi,Abu Dhabi,Zone 1,Prepaid,Standard,103.29,2024-01-16,Active
SUB_01441,Ali Al Maktoum,Sharjah,Zone 8,Postpaid,Unlimited,414.6,2024-09-23,Active
SUB_01442,Omar Al Falasi,Ajman,Zone 2,Postpaid,Basic,78.44,2024-03-24,Active
SUB_01443,Hassan Al Kindi,Dubai,Zone 8,Postpaid,Standard,147.59,2025-03-01,Active
SUB_01444,Hassan Al Mansouri,Dubai,Zone 7,Postpaid,Basic,63.17,2023-12-12,Active
SUB_01445,Omar Al Kindi,Abu Dhabi,Zone 6,Prepaid,Premium,314.97,2024-10-21,Active
SUB_01446,Hana Al Mansouri,Sharjah,Zone 1,Prepaid,Standard,159.05,2025-03-30,Active
SUB_01447,Hana Al Qassimi,Dubai,Zone 1,Postpaid,Basic,88.26,2023-11-07,Active
SUB_01448,Hana Al Falasi,Fujairah,Zone 2,Prepaid,Basic,71.41,2024-08-08,Active
SUB_01449,Omar Al Qassimi,Fujairah,Zone 1,Postpaid,Standard,166.12,2024-11-28,Active
SUB_01450,Aisha Al Qassimi,Dubai,Zone 2,Postpaid,Unlimited,486.56,2025-06-02,Active
SUB_01451,Ali Al Mansouri,Dubai,Zone 6,Prepaid,Basic,58.49,2024-02-04,Active
SUB_01452,Hana Al Mansouri,Abu Dhabi,Zone 8,Prepaid,Standard,165.78,2024-06-02,Churned
SUB_01453,Noor Al Kindi,Abu Dhabi,Zone 7,Prepaid,Basic,63.33,2024-04-15,Churned
SUB_01454,Noor Al Mansouri,Sharjah,Zone 6,Prepaid,Basic,68.89,2024-07-05,Active
SUB_01455,Hana Al Kindi,Dubai,Zone 2,Prepaid,Unlimited,471.25,2025-04-28,Active
SUB_01456,Aisha Al Qassimi,Sharjah,Zone 8,Prepaid,Premium,275.42,2023-09-25,Active
SUB_01457,Hana Al Maktoum,Dubai,Zone 5,Prepaid,Standard,136.33,2024-05-19,Active
SUB_01458,Aisha Al Falasi,Abu Dhabi,Zone 2,Prepaid,Unlimited,476.06,2024-02-07,Active
SUB_01459,Aisha Al Qassimi,Sharjah,Zone 5,Prepaid,Premium,207.13,2023-12-30,Active
SUB_01460,Omar Al Maktoum,Ajman,Zone 2,Prepaid,Standard,171.77,2023-12-25,Active
SUB_01461,Fatima Al Kindi,Abu Dhabi,Zone 6,Prepaid,Basic,63.67,2024-01-06,Active
SUB_01462,Hassan Al Falasi,Ajman,Zone 7,Prepaid,Basic,60.49,2025-05-22,Active
SUB_01463,Ali Al Kindi,Dubai,Zone 5,Prepaid,Basic,71.65,2024-02-03,Churned
SUB_01464,Hana Al Maktoum,Ajman,Zone 7,Postpaid,Standard,140.23,2023-11-08,Active
SUB_01465,Hassan Al Falasi,Dubai,Zone 3,Prepaid,Basic,94.04,2023-11-05,Active
SUB_01466,Hassan Al Maktoum,Abu Dhabi,Zone 8,Prepaid,Basic,60.65,2024-04-17,Active
SUB_01467,Ali Al Kindi,Sharjah,Zone 7,Prepaid,Premium,340.2,2023-11-06,Active
SUB_01468,Ahmed Al Kindi,Sharjah,Zone 4,Prepaid,Basic,68.21,2025-03-10,Active
SUB_01469,Aisha Al Maktoum,Abu Dhabi,Zone 5,Postpaid,Standard,184.41,2024-06-14,Active
SUB_01470,Hana Al Mansouri,Ajman,Zone 4,Postpaid,Standard,184.6,2024-11-08,Active
SUB_01471,Ali Al Maktoum,Dubai,Zone 5,Postpaid,Standard,168.69,2024-12-10,Churned
SUB_01472,Omar Al Maktoum,Abu Dhabi,Zone 2,Prepaid,Standard,115.0,2025-07-11,Suspended
SUB_01473,Aisha Al Qassimi,Sharjah,Zone 8,Prepaid,Premium,272.81,2024-05-19,Active
SUB_01474,Omar Al Mansouri,Abu Dhabi,Zone 4,Prepaid,Standard,115.94,2025-03-22,Active
SUB_01475,Ahmed Al Qassimi,Ajman,Zone 5,Prepaid,Unlimited,448.8,2025-02-09,Active
SUB_01476,Ahmed Al Falasi,Abu Dhabi,Zone 1,Prepaid,Basic,52.77,2025-05-15,Active
SUB_01477,Hana Al Kindi,Dubai,Zone 5,Postpaid,Standard,186.72,2024-06-18,Active
SUB_01478,Hana Al Mansouri,Dubai,Zone 7,Prepaid,Standard,194.32,2025-03-18,Suspended
SUB_01479,Aisha Al Mansouri,Sharjah,Zone 2,Prepaid,Standard,152.2,2023-12-23,Active
